9.000000000000000000e+01,0.000000000000000000e+00
8.984282242586661482e+01,-9.399213900280079415e+00
8.937128835812038119e+01,-1.879839222886008798e+01
8.858541428699246012e+01,-2.819685000691169208e+01
8.748523367749703539e+01,-3.759394954721975779e+01
8.607079493209640475e+01,-4.698923879398898862e+01
8.434216139070097995e+01,-5.638245132284392014e+01
8.229945802359476659e+01,-6.577301616041766863e+01
7.994352168713955109e+01,-7.515389216696280528e+01
7.727368862775291802e+01,-8.453438807709008529e+01
7.428923369748918049e+01,-9.392175618534893999e+01
7.099008307797539885e+01,-1.033132826043416088e+02
6.737681428041140919e+01,-1.126962872647231109e+02
6.345065614556972378e+01,-1.220481239152013728e+02
5.921348884379570876e+01,-1.313361801225371437e+02
5.466784387500742071e+01,-1.405178772715438811e+02
4.981685867432515380e+01,-1.495489766658587882e+02
4.466558846580411313e+01,-1.583741230527824939e+02
3.922627905690240624e+01,-1.667578373352684196e+02
3.351867559193709667e+01,-1.744471066178755905e+02
2.756983247587767849e+01,-1.812015778416084117e+02
2.141411337434607276e+01,-1.867935577839169525e+02
1.509319121361663640e+01,-1.910080130586968892e+02
8.656048180616167542e+00,-1.936425701162893347e+02
2.158975722923869522e+00,-1.945075152434810661e+02
-4.334394297503235016e+00,-1.934277073416145925e+02
-1.075591903941115923e+01,-1.904178841799774204e+02
-1.704778405583071788e+01,-1.857526874376702892e+02
-2.316130055037059421e+01,-1.797057258545208640e+02
-2.905519633977057481e+01,-1.725365260837585311e+02
-3.469561585390157177e+01,-1.644905326920144830e+02
-4.005612013576555341e+01,-1.557991081593217757e+02
-4.511768684149562603e+01,-1.466795328791151292e+02
-4.986871024035602318e+01,-1.373350051582310698e+02
-5.430495220486103136e+01,-1.279471586831979408e+02
-5.842667163597363356e+01,-1.185441777391783233e+02
-6.223381217507460406e+01,-1.091270242110069688e+02
-6.572641336249023425e+01,-9.971452068408417801e+01
-6.890471389570789995e+01,-9.032005764233900891e+01
-7.176915162937613957e+01,-8.095159346822954660e+01
-7.432036357530468251e+01,-7.161165444274254810e+01
-7.655918590246440658e+01,-6.229733474539363414e+01
-7.848665393698733794e+01,-5.300029645422725366e+01
-8.010378988897713270e+01,-4.370888260061509101e+01
-8.141042535072956809e+01,-3.442178678067043052e+01
-8.240649327743795993e+01,-2.513830631411747163e+01
-8.309204001310423848e+01,-1.585763252923797673e+01
-8.346715050665905267e+01,-6.579517518654740549e+00
-8.353194831196168479e+01,2.695725860668340079e+00
-8.328659558780006478e+01,1.196722398742637239e+01
-8.273129309789081276e+01,2.123354247597320210e+01
-8.186628021087916807e+01,3.049268617632181844e+01
-8.069183490033906025e+01,3.974209917414407300e+01
-7.920827374477305227e+01,4.897866479077072910e+01
-7.741684506691628087e+01,5.819240244595306422e+01
-7.532173745382468155e+01,6.735637034374079235e+01
-7.292032251263317733e+01,7.649568733094976380e+01
-7.021039121059199317e+01,8.562837907144209737e+01
-6.719142110364414577e+01,9.475584761381978183e+01
-6.386457633642529430e+01,1.038628713914247896e+02
-6.023270764226399621e+01,1.129176052223387643e+02
-5.630035234318145854e+01,1.218715803093835888e+02
-5.207373434989165872e+01,1.306597042401207034e+02
-4.756076416180133748e+01,1.392002609868517595e+02
-4.277103886700997748e+01,1.473949109066180938e+02
-3.771584214230982468e+01,1.551286907412010123e+02
-3.240815443239733185e+01,1.622709806190563882e+02
-2.686841599289972748e+01,1.686521774670042930e+02
-2.113369175737068062e+01,1.739793546251669341e+02
-1.524632999270238365e+01,1.779939197796847452e+02
-9.251908141631133731e+00,1.805085102561630492e+02
-3.199232822737401172e+00,1.814069930196723419e+02
2.859660169554210540e+00,1.806444646747481499e+02
8.869505864974952303e+00,1.782472514653910309e+02
1.477188212037919435e+01,1.743128782229372860e+02
2.051536723485102698e+01,1.690208649903141804e+02
2.606315103897994589e+01,1.626243371511568512e+02
3.138361006254339003e+01,1.553620008184617234e+02
3.645079855586969586e+01,1.474429867817989930e+02
4.124444848983818446e+01,1.390468505073128256e+02
4.574996955587913305e+01,1.303235721377209586e+02
4.995844916597379637e+01,1.213935564923151560e+02
5.386655030931226662e+01,1.123475537783767777e+02
5.747165863775012440e+01,1.032387726421817007e+02
6.077148735080601227e+01,9.408798116745133200e+01
6.376504406911021050e+01,8.491025959473402906e+01
6.645156306170976279e+01,7.571759973624354245e+01
6.883050524606842657e+01,6.651890497585935691e+01
7.090155818806684351e+01,5.731999026912637163e+01
7.266463610200234768e+01,4.812358214325514894e+01
7.411987985058907213e+01,3.892931869712177928e+01
7.526765694495792047e+01,2.973374960126797006e+01
7.610839228245649224e+01,2.053341807259836571e+01
7.664180621809006766e+01,1.133275087318029151e+01
7.686759053949347731e+01,2.134335627876997155e+00
7.678565846593204469e+01,-7.058835940406241960e+00
7.639613972186889157e+01,-1.624313676123531636e+01
7.569938053696496638e+01,-2.541430441664738282e+01
7.469594364607910109e+01,-3.456744114115041810e+01
7.338660828926786905e+01,-4.369701382172393522e+01
7.177237021178574139e+01,-5.279685399781845945e+01
6.985444166408497324e+01,-6.186015786135570949e+01
6.763425140181561801e+01,-7.087948625672854064e+01
6.511344468582559841e+01,-7.984676468080101586e+01
6.229545545616196023e+01,-8.874666060179445992e+01
5.918447806507764142e+01,-9.755313015453023695e+01
5.577921333652957259e+01,-1.062511459898503432e+02
5.208160582776114467e+01,-1.148056803394241712e+02
4.809735709649981317e+01,-1.231597836890368285e+02
4.383592570095714080e+01,-1.312345847785894364e+02
3.931052719982879751e+01,-1.389292906020989733e+02
3.453813415229453909e+01,-1.461211864076981897e+02
2.953947611801824991e+01,-1.526656356976357642e+02
2.433903965714787887e+01,-1.583960802282762756e+02
1.896506833031550698e+01,-1.631240400101001171e+02
1.344960390667245420e+01,-1.666394014250448947e+02
7.834812943434527277e+00,-1.687650990123258055e+02
2.174152697180401717e+00,-1.694322422393884722e+02
-3.481279435035041558e+00,-1.686251479560192763e+02
-9.083661924546568400e+00,-1.663763171945815600e+02
-1.458844911107903464e+01,-1.627664351700152849e+02
-1.995437120274702636e+01,-1.579243712798374020e+02
-2.514343427605528092e+01,-1.520271791041413394e+02
-3.012092027589792309e+01,-1.453000964055978557e+02
-3.485926018037140039e+01,-1.379693476834537478e+02
-3.934408194972537132e+01,-1.301609802536127916e+02
-4.356216616273094644e+01,-1.220021360382932585e+02
-4.750309320027651694e+01,-1.135967796817373596e+02
-5.115934709515088485e+01,-1.050244839260166145e+02
-5.452631553204251702e+01,-9.634042961103328651e+01
-5.760188493539144616e+01,-8.757776558270194300e+01
-6.038360531488373084e+01,-7.876273800757037691e+01
-6.286991616768804647e+01,-6.991033857429806631e+01
-6.505971185873360696e+01,-6.103143541774389291e+01
-6.695216452696193699e+01,-5.213402788571975321e+01
-6.854672408532738359e+01,-4.322324653898849789e+01
-6.984311366461851378e+01,-3.430145621748830820e+01
-7.084109332953759974e+01,-2.537154080483638197e+01
-7.154034137713119890e+01,-1.643736450712355790e+01
-7.194071513712300714e+01,-7.502911941956147857e+00
-7.204226599341511417e+01,1.427301716963895295e+00
-7.184523938408813137e+01,1.034823073984080644e+01
-7.135007480140123448e+01,1.925429884078316434e+01
-7.055740579179197880e+01,2.813939917780578881e+01
-6.946805995587654081e+01,3.699689435282778049e+01
-6.808488248452317748e+01,4.580959029656048642e+01
-6.641185357130643752e+01,5.455635850952170784e+01
-6.444674095067217934e+01,6.325055591614312789e+01
-6.218874041048911039e+01,7.189495540390767303e+01
-5.963888164167332917e+01,8.047943688684657104e+01
-5.680002823818879421e+01,8.898098730553776647e+01
